,Unnamed: 0,period_id,minute,second,outcome,start_x,start_y,end_x,end_y,type_name,FullName,Position,Team,start_frameID
461,461,1,28,57,False,68.67,57.94,77.91,51.0,Pass,Team_B_Player_9,Striker,Team_B,1148210
462,462,1,28,58,True,21.0,14.28,21.0,14.28,Interception,Team_A_Player_3,Defender,Team_A,1148220
463,463,1,28,58,True,25.31,16.73,25.31,16.73,Ball recovery,Team_A_Player_7,Midfielder,Team_A,1148220
464,464,1,29,1,True,29.82,12.24,29.92,5.58,Pass,Team_A_Player_7,Midfielder,Team_A,1148295
465,465,1,29,3,False,30.03,-0.54,30.03,-0.54,Out,Team_A_Player_8,Striker,Team_A,1148352
466,466,1,29,3,True,74.97,68.54,74.97,68.54,Out,Team_B_Player_10,Striker,Team_B,1148355
467,467,1,29,25,True,76.44,68.0,72.14,57.26,Pass,Team_B_Player_9,Striker,Team_B,1148919
468,468,1,29,30,True,23.2,11.36,23.2,11.36,Ball recovery,Team_A_Player_3,Defender,Team_A,1149044
469,469,1,29,31,True,23.31,13.4,16.38,43.45,Pass,Team_A_Player_3,Defender,Team_A,1149055
470,470,1,29,38,True,31.71,53.11,31.6,63.44,Pass,Team_A_Player_4,Defender,Team_A,1149220
471,471,1,29,41,True,31.6,63.44,68.35,64.46,Pass,Team_A_Player_1,Defender,Team_A,1149295
472,472,1,29,43,True,68.35,64.26,61.64,57.26,Pass,Team_A_Player_5,Midfielder,Team_A,1149345
473,473,1,29,44,True,36.22,15.84,36.22,15.84,Ball recovery,Team_B_Player_6,Midfielder,Team_B,1149387
474,474,1,29,44,True,45.89,19.45,33.91,15.57,Pass,Team_B_Player_6,Midfielder,Team_B,1149387
475,475,1,29,46,True,36.22,15.84,43.89,9.11,Pass,Team_B_Player_2,Defender,Team_B,1149427
476,476,1,29,47,True,43.89,9.11,33.39,4.76,Pass,Team_B_Player_4,Defender,Team_B,1149466
477,477,1,29,52,True,38.85,16.39,42.0,26.45,Pass,Team_B_Player_2,Defender,Team_B,1149577
478,478,1,29,53,True,45.57,33.52,62.47,62.97,Pass,Team_B_Player_6,Midfielder,Team_B,1149610
479,479,1,29,58,False,73.18,61.2,98.38,61.2,Pass,Team_B_Player_3,Defender,Team_B,1149720
480,480,1,30,3,True,9.76,69.16,9.76,69.16,Out,Team_A_Player_1,Defender,Team_A,1149845
481,481,1,30,3,False,95.24,-1.16,95.24,-1.16,Out,Team_B_Player_3,Defender,Team_B,1149845
482,482,1,30,24,False,7.98,68.0,23.94,64.6,Pass,Team_A_Player_1,Defender,Team_A,1150381
483,483,1,30,26,False,80.11,3.74,83.48,5.64,Pass,Team_B_Player_4,Defender,Team_B,1150444
484,484,1,30,27,False,24.99,60.72,38.43,62.02,Pass,Team_A_Player_5,Midfielder,Team_A,1150469
485,485,1,30,29,False,63.1,3.54,59.43,3.13,Pass,Team_B_Player_6,Midfielder,Team_B,1150504
486,486,1,30,30,False,40.11,69.36,40.11,69.36,Out,Team_A_Player_10,Striker,Team_A,1150534
487,487,1,30,30,True,64.89,-1.36,64.89,-1.36,Out,Team_B_Player_8,Midfielder,Team_B,1150544
488,488,1,30,34,True,68.67,0.0,39.8,20.54,Pass,Team_B_Player_6,Midfielder,Team_B,1150644
489,489,1,30,37,True,41.16,22.17,47.36,45.02,Pass,Team_B_Player_2,Defender,Team_B,1150698
490,490,1,30,43,True,63.84,49.37,63.84,49.37,Foul,Team_B_Player_1,Defender,Team_B,1150845
491,491,1,30,43,False,41.16,18.63,41.16,18.63,Foul,Team_A_Player_10,Striker,Team_A,1150845
492,492,1,30,53,True,67.62,48.62,78.22,65.28,Pass,Team_B_Player_7,Midfielder,Team_B,1151095
493,493,1,30,55,True,82.0,63.99,78.54,57.46,Pass,Team_B_Player_3,Defender,Team_B,1151169
494,494,1,30,57,True,79.9,59.57,79.28,65.62,Pass,Team_B_Player_9,Striker,Team_B,1151195
495,495,1,30,58,True,78.02,65.48,63.84,59.36,Pass,Team_B_Player_3,Defender,Team_B,1151244
496,496,1,31,0,True,63.52,60.32,55.76,30.33,Pass,Team_B_Player_6,Midfielder,Team_B,1151293
497,497,1,31,3,True,55.96,29.85,62.37,15.03,Pass,Team_B_Player_2,Defender,Team_B,1151345
498,498,1,31,4,True,64.26,16.86,70.98,24.82,Pass,Team_B_Player_5,Striker,Team_B,1151370
499,499,1,31,6,True,70.04,25.23,54.39,41.41,Pass,Team_B_Player_8,Midfielder,Team_B,1151444
500,500,1,31,9,True,55.44,43.86,77.39,65.48,Pass,Team_B_Player_1,Defender,Team_B,1151495
501,501,1,31,11,True,78.96,65.28,92.61,60.79,Pass,Team_B_Player_9,Striker,Team_B,1151545
502,502,1,31,17,False,101.12,65.42,84.74,68.0,Pass,Team_B_Player_3,Defender,Team_B,1151695
503,503,1,31,18,True,19.74,-1.02,19.74,-1.02,Out,Team_A_Player_2,Defender,Team_A,1151720
504,504,1,31,18,False,85.26,69.02,85.26,69.02,Out,Team_B_Player_3,Defender,Team_B,1151720
505,505,1,31,37,True,24.67,0.0,38.96,4.83,Pass,Team_A_Player_2,Defender,Team_A,1152202
506,506,1,31,39,False,38.85,2.92,40.74,3.2,Pass,Team_A_Player_5,Midfielder,Team_A,1152269
507,507,1,31,40,True,61.74,52.43,61.74,52.43,Ball recovery,Team_B_Player_8,Midfielder,Team_B,1152294
508,508,1,31,40,True,61.74,52.43,46.51,47.53,Pass,Team_B_Player_8,Midfielder,Team_B,1152294
509,509,1,31,46,True,47.36,42.43,47.78,55.42,Pass,Team_B_Player_2,Defender,Team_B,1152424
510,510,1,31,48,True,47.88,56.1,62.47,65.62,Pass,Team_B_Player_1,Defender,Team_B,1152471
511,511,1,31,49,True,63.1,65.82,74.45,65.89,Pass,Team_B_Player_6,Midfielder,Team_B,1152495
512,512,1,31,53,True,70.77,59.5,70.77,59.5,Take on,Team_B_Player_9,Striker,Team_B,1152604
513,513,1,31,55,True,72.76,52.77,72.76,52.77,Take on,Team_B_Player_9,Striker,Team_B,1152663
514,514,1,31,55,True,76.23,45.83,76.23,45.83,Foul,Team_B_Player_9,Striker,Team_B,1152663
515,515,1,31,55,False,28.77,22.17,28.77,22.17,Foul,Team_A_Player_6,Midfielder,Team_A,1152645
516,516,1,32,50,False,72.24,52.43,98.07,35.84,Pass,Team_B_Player_6,Midfielder,Team_B,1154040
517,517,1,32,53,True,87.78,36.99,90.2,33.12,Pass,Team_B_Player_8,Midfielder,Team_B,1154117
518,518,1,32,54,True,89.25,33.39,81.27,31.28,Pass,Team_B_Player_5,Striker,Team_B,1154130
519,519,1,32,55,True,80.74,29.99,85.16,30.67,Attempt saved,Team_B_Player_7,Midfielder,Team_B,1154157
520,520,1,32,55,True,20.79,35.09,20.79,35.09,Save,Team_A_Player_9,Striker,Team_A,1154163
521,521,1,33,0,False,5.46,61.06,5.46,61.06,Corner awarded,Team_A_Player_9,Striker,Team_A,1154290
522,522,1,33,0,True,99.54,6.94,99.54,6.94,Corner awarded,Team_B_Player_7,Midfielder,Team_B,1154291
523,523,1,33,19,True,104.48,0.34,94.92,4.76,Pass,Team_B_Player_6,Midfielder,Team_B,1154769
524,524,1,33,21,True,94.6,4.83,83.58,16.39,Pass,Team_B_Player_7,Midfielder,Team_B,1154819
525,525,1,33,23,False,83.48,16.8,105.0,48.89,Pass,Team_B_Player_6,Midfielder,Team_B,1154850
526,526,1,33,26,True,-1.26,20.54,-1.26,20.54,Out,Team_A_Player_9,Striker,Team_A,1154920
527,527,1,33,26,False,106.26,47.46,106.26,47.46,Out,Team_B_Player_6,Midfielder,Team_B,1154944
528,528,1,33,48,True,5.25,34.07,6.2,48.62,Pass,Team_A_Player_0,Goalkeeper,Team_A,1155486
529,529,1,33,51,False,7.35,50.86,51.24,63.04,Pass,Team_A_Player_4,Defender,Team_A,1155561
530,530,1,33,54,False,53.76,7.07,64.47,7.07,Pass,Team_B_Player_4,Defender,Team_B,1155638
531,531,1,33,57,True,38.32,68.95,38.32,68.95,Out,Team_A_Player_4,Defender,Team_A,1155695
532,532,1,33,57,False,66.68,-0.95,66.68,-0.95,Out,Team_B_Player_4,Defender,Team_B,1155719
533,533,1,33,59,True,36.12,68.0,52.18,61.81,Pass,Team_A_Player_1,Defender,Team_A,1155759
534,534,1,34,2,True,55.02,59.64,55.02,59.64,Foul,Team_A_Player_5,Midfielder,Team_A,1155844
535,535,1,34,2,False,49.98,8.36,49.98,8.36,Foul,Team_B_Player_8,Midfielder,Team_B,1155820
536,536,1,34,9,True,52.4,61.81,35.91,46.58,Pass,Team_A_Player_6,Midfielder,Team_A,1155995
537,537,1,34,11,True,35.6,46.31,39.48,7.48,Pass,Team_A_Player_4,Defender,Team_A,1156046
538,538,1,34,15,True,39.48,7.0,94.71,11.63,Pass,Team_A_Player_2,Defender,Team_A,1156150
539,539,1,34,20,True,90.4,16.05,100.9,41.55,Pass,Team_A_Player_8,Striker,Team_A,1156286
540,540,1,34,22,False,101.43,41.34,101.43,37.88,Pass,Team_A_Player_10,Striker,Team_A,1156328
541,541,1,34,23,True,1.05,31.89,1.05,31.89,Save,Team_B_Player_0,Goalkeeper,Team_B,1156345
542,542,1,34,25,True,88.72,42.77,105.0,40.46,Miss,Team_A_Player_5,Midfielder,Team_A,1156399
543,543,1,34,25,False,105.84,39.03,105.84,39.03,Out,Team_A_Player_5,Midfielder,Team_A,1156403
544,544,1,34,25,True,-0.84,28.97,-0.84,28.97,Out,Team_B_Player_0,Goalkeeper,Team_B,1156419
545,545,1,34,52,True,5.67,28.83,27.09,38.56,Pass,Team_B_Player_0,Goalkeeper,Team_B,1157090
546,546,1,34,56,True,28.98,39.51,36.54,58.75,Pass,Team_B_Player_6,Midfielder,Team_B,1157186
547,547,1,34,59,True,41.68,60.52,67.41,46.72,Pass,Team_B_Player_1,Defender,Team_B,1157269
548,548,1,35,1,True,25.72,22.51,25.72,22.51,Ball recovery,Team_A_Player_3,Defender,Team_A,1157319
549,549,1,35,1,True,25.72,22.51,28.24,34.07,Pass,Team_A_Player_3,Defender,Team_A,1157319
550,550,1,35,4,True,28.67,37.26,50.4,28.49,Pass,Team_A_Player_4,Defender,Team_A,1157391
551,551,1,35,8,True,50.19,20.4,50.19,20.4,Foul,Team_A_Player_5,Midfielder,Team_A,1157470
552,552,1,35,8,False,54.81,47.6,54.81,47.6,Foul,Team_B_Player_8,Midfielder,Team_B,1157482
553,553,1,35,19,True,48.61,23.53,31.82,19.79,Pass,Team_A_Player_7,Midfielder,Team_A,1157745
554,554,1,35,21,True,28.98,20.26,13.54,32.5,Pass,Team_A_Player_3,Defender,Team_A,1157819
555,555,1,35,24,False,13.34,32.5,71.61,34.07,Pass,Team_A_Player_0,Goalkeeper,Team_A,1157874
556,556,1,35,28,True,30.98,30.53,40.21,40.39,Pass,Team_B_Player_2,Defender,Team_B,1157979
557,557,1,35,29,True,41.06,38.69,41.06,38.69,Ball recovery,Team_B_Player_6,Midfielder,Team_B,1158019
558,558,1,35,38,True,39.8,27.88,61.0,64.19,Pass,Team_B_Player_6,Midfielder,Team_B,1158231
559,559,1,35,42,True,66.99,64.26,77.6,60.93,Pass,Team_B_Player_3,Defender,Team_B,1158320
560,560,1,35,42,True,77.7,60.79,72.87,58.07,Pass,Team_B_Player_9,Striker,Team_B,1158340
561,561,1,35,43,True,72.66,55.9,72.66,55.9,Dispossessed,Team_B_Player_3,Defender,Team_B,1158364
562,562,1,35,44,True,32.34,12.1,32.34,12.1,Tackle,Team_A_Player_8,Striker,Team_A,1158394
563,563,1,35,45,True,34.44,12.24,34.44,12.24,Ball recovery,Team_A_Player_8,Striker,Team_A,1158419
564,564,1,35,46,True,36.22,18.63,41.68,38.15,Pass,Team_A_Player_8,Striker,Team_A,1158444
565,565,1,35,51,True,45.36,45.7,56.81,44.54,Pass,Team_A_Player_5,Midfielder,Team_A,1158550
566,566,1,35,52,True,56.81,44.54,66.99,65.62,Pass,Team_A_Player_9,Striker,Team_A,1158580
567,567,1,35,56,True,70.56,66.03,81.9,41.41,Pass,Team_A_Player_1,Defender,Team_A,1158670
568,568,1,35,59,True,89.04,42.91,105.0,34.61,Miss,Team_A_Player_9,Striker,Team_A,1158749
569,569,1,35,59,False,106.26,39.17,106.26,39.17,Out,Team_A_Player_9,Striker,Team_A,1158752
570,570,1,35,59,True,-1.26,28.83,-1.26,28.83,Out,Team_B_Player_2,Defender,Team_B,1158766
571,571,1,36,4,True,5.78,28.42,23.2,28.83,Pass,Team_B_Player_0,Goalkeeper,Team_B,1158878
572,572,1,36,9,True,24.46,26.18,44.0,20.94,Pass,Team_B_Player_6,Midfielder,Team_B,1158998
573,573,1,36,11,True,37.59,19.72,27.51,11.76,Pass,Team_B_Player_7,Midfielder,Team_B,1159045
574,574,1,36,12,True,27.51,11.76,32.86,17.41,Pass,Team_B_Player_4,Defender,Team_B,1159094
575,575,1,36,15,True,36.22,22.51,32.55,46.04,Pass,Team_B_Player_7,Midfielder,Team_B,1159169
576,576,1,36,21,True,43.89,49.98,91.98,60.72,Pass,Team_B_Player_1,Defender,Team_B,1159308
577,577,1,36,27,True,98.8,59.77,78.22,52.02,Pass,Team_B_Player_9,Striker,Team_B,1159469
578,578,1,36,29,True,78.22,51.95,95.34,50.39,Pass,Team_B_Player_3,Defender,Team_B,1159502
579,579,1,36,33,True,101.12,55.69,94.4,62.15,Pass,Team_B_Player_7,Midfielder,Team_B,1159595
580,580,1,36,35,True,92.08,59.7,99.02,60.79,Pass,Team_B_Player_9,Striker,Team_B,1159656
581,581,1,36,37,False,99.85,59.98,102.16,33.39,Pass,Team_B_Player_7,Midfielder,Team_B,1159695
582,582,1,36,38,True,3.26,34.07,3.26,34.07,Keeper pick-up,Team_A_Player_0,Goalkeeper,Team_A,1159720
583,583,1,36,57,False,13.54,36.72,71.4,24.68,Pass,Team_A_Player_0,Goalkeeper,Team_A,1160195
584,584,1,37,2,True,38.96,42.16,26.46,45.22,Pass,Team_B_Player_8,Midfielder,Team_B,1160329
585,585,1,37,3,True,26.46,45.22,26.46,45.22,Ball recovery,Team_B_Player_1,Defender,Team_B,1160369
586,586,1,37,3,True,26.46,45.22,30.76,30.26,Pass,Team_B_Player_1,Defender,Team_B,1160369
587,587,1,37,6,True,32.76,27.61,35.8,24.62,Pass,Team_B_Player_2,Defender,Team_B,1160444
588,588,1,37,9,True,41.26,27.4,34.34,42.16,Pass,Team_B_Player_5,Striker,Team_B,1160513
589,589,1,37,12,True,35.91,42.02,37.49,24.82,Pass,Team_B_Player_1,Defender,Team_B,1160592
590,590,1,37,15,True,39.06,22.98,61.0,1.97,Pass,Team_B_Player_2,Defender,Team_B,1160648
591,591,1,37,18,False,63.42,2.31,105.0,16.86,Pass,Team_B_Player_4,Defender,Team_B,1160720
592,592,1,37,21,True,-1.05,50.73,-1.05,50.73,Out,Team_A_Player_1,Defender,Team_A,1160795
593,593,1,37,21,False,106.05,17.27,106.05,17.27,Out,Team_B_Player_4,Defender,Team_B,1160795
594,594,1,37,39,True,5.14,35.22,23.31,18.22,Pass,Team_A_Player_0,Goalkeeper,Team_A,1161245
595,595,1,37,40,True,24.88,15.64,45.99,20.6,Pass,Team_A_Player_3,Defender,Team_A,1161279
596,596,1,37,43,False,60.06,53.38,60.06,53.38,Take on,Team_B_Player_6,Midfielder,Team_B,1161369
597,597,1,37,43,False,44.94,14.62,44.94,14.62,Tackle,Team_A_Player_5,Midfielder,Team_A,1161355
598,598,1,37,44,True,64.26,47.74,64.26,47.74,Ball recovery,Team_B_Player_6,Midfielder,Team_B,1161394
599,599,1,37,45,True,67.3,44.4,71.09,29.58,Pass,Team_B_Player_6,Midfielder,Team_B,1161413
600,600,1,37,47,False,68.78,28.9,83.9,33.66,Pass,Team_B_Player_5,Striker,Team_B,1161445
601,601,1,37,48,True,25.2,32.91,25.2,32.91,Interception,Team_A_Player_4,Defender,Team_A,1161474
602,602,1,37,48,True,29.51,33.59,29.51,33.59,Ball recovery,Team_A_Player_7,Midfielder,Team_A,1161492
603,603,1,37,48,True,27.09,30.26,18.79,36.72,Pass,Team_A_Player_7,Midfielder,Team_A,1161492
604,604,1,37,50,True,18.27,38.28,30.66,40.8,Pass,Team_A_Player_1,Defender,Team_A,1161520
605,605,1,37,51,True,29.51,40.8,48.93,43.32,Pass,Team_A_Player_6,Midfielder,Team_A,1161556
606,606,1,37,54,False,53.97,37.26,53.97,37.26,Take on,Team_A_Player_10,Striker,Team_A,1161644
607,607,1,37,54,False,51.03,30.74,51.03,30.74,Tackle,Team_B_Player_8,Midfielder,Team_B,1161620
608,608,1,37,56,True,53.34,32.78,53.24,18.43,Pass,Team_A_Player_10,Striker,Team_A,1161684
609,609,1,38,1,False,68.04,16.93,88.72,39.51,Pass,Team_A_Player_5,Midfielder,Team_A,1161795
610,610,1,38,2,True,15.02,26.79,15.02,26.79,Ball recovery,Team_B_Player_4,Defender,Team_B,1161820
611,611,1,38,4,True,15.02,26.79,27.09,38.35,Pass,Team_B_Player_4,Defender,Team_B,1161885
612,612,1,38,6,True,29.19,38.35,43.78,48.96,Pass,Team_B_Player_6,Midfielder,Team_B,1161929
613,613,1,38,10,True,62.9,52.36,80.22,66.1,Pass,Team_B_Player_7,Midfielder,Team_B,1162020
614,614,1,38,14,False,85.36,63.17,87.46,48.96,Pass,Team_B_Player_9,Striker,Team_B,1162139
615,615,1,38,15,True,20.37,19.04,20.37,19.04,Ball recovery,Team_A_Player_3,Defender,Team_A,1162161
616,616,1,38,16,True,21.94,18.84,31.08,23.05,Pass,Team_A_Player_3,Defender,Team_A,1162191
617,617,1,38,18,True,31.6,22.64,34.54,4.15,Pass,Team_A_Player_5,Midfielder,Team_A,1162223
618,618,1,38,22,True,34.44,3.4,12.39,9.38,Pass,Team_A_Player_8,Striker,Team_A,1162324
619,619,1,38,24,True,12.39,9.38,27.62,16.32,Pass,Team_A_Player_2,Defender,Team_A,1162372
620,620,1,38,31,True,14.49,47.4,45.57,67.66,Pass,Team_A_Player_7,Midfielder,Team_A,1162569
621,621,1,38,39,True,58.69,66.1,46.51,60.52,Pass,Team_A_Player_1,Defender,Team_A,1162745
622,622,1,38,42,True,46.72,58.62,41.37,24.96,Pass,Team_A_Player_7,Midfielder,Team_A,1162820
623,623,1,38,44,True,41.16,24.28,52.6,3.33,Pass,Team_A_Player_3,Defender,Team_A,1162884
624,624,1,38,47,True,58.69,2.38,67.83,1.16,Pass,Team_A_Player_2,Defender,Team_A,1162969
625,625,1,38,51,True,67.2,2.11,48.61,13.46,Pass,Team_A_Player_8,Striker,Team_A,1163045
626,626,1,38,54,True,46.94,17.75,36.33,42.23,Pass,Team_A_Player_6,Midfielder,Team_A,1163135
627,627,1,38,57,True,37.06,41.55,39.16,17.75,Pass,Team_A_Player_4,Defender,Team_A,1163196
628,628,1,39,3,True,43.89,12.04,62.79,14.08,Pass,Team_A_Player_3,Defender,Team_A,1163345
629,629,1,39,7,True,77.28,23.26,105.0,38.96,Miss,Team_A_Player_8,Striker,Team_A,1163457
630,630,1,39,8,False,106.26,39.51,106.26,39.51,Out,Team_A_Player_8,Striker,Team_A,1163494
631,631,1,39,8,True,-1.26,28.49,-1.26,28.49,Out,Team_B_Player_5,Striker,Team_B,1163470
632,632,1,39,26,True,5.46,28.22,38.01,47.46,Pass,Team_B_Player_0,Goalkeeper,Team_B,1163940
633,633,1,39,29,True,47.78,47.74,65.42,64.19,Pass,Team_B_Player_1,Defender,Team_B,1164008
634,634,1,39,32,True,64.16,62.56,46.51,59.16,Pass,Team_B_Player_3,Defender,Team_B,1164094
635,635,1,39,34,True,46.94,58.34,39.58,37.47,Pass,Team_B_Player_1,Defender,Team_B,1164136
636,636,1,39,37,True,45.68,31.14,59.64,4.15,Pass,Team_B_Player_2,Defender,Team_B,1164212
637,637,1,39,42,True,59.11,16.66,55.02,28.9,Pass,Team_B_Player_5,Striker,Team_B,1164329
638,638,1,39,45,True,63.63,26.59,70.35,18.22,Pass,Team_B_Player_6,Midfielder,Team_B,1164395
639,639,1,39,49,True,69.82,17.07,76.44,2.31,Pass,Team_B_Player_7,Midfielder,Team_B,1164495
640,640,1,39,52,True,74.97,2.58,56.7,15.37,Pass,Team_B_Player_4,Defender,Team_B,1164594
641,641,1,39,54,True,57.01,17.68,56.49,45.02,Pass,Team_B_Player_6,Midfielder,Team_B,1164644
642,642,1,40,0,True,68.04,58.68,76.02,66.44,Pass,Team_B_Player_1,Defender,Team_B,1164770
643,643,1,40,1,True,76.55,66.44,62.9,54.2,Pass,Team_B_Player_9,Striker,Team_B,1164815
644,644,1,40,5,True,70.77,51.2,80.11,40.8,Pass,Team_B_Player_7,Midfielder,Team_B,1164898
645,645,1,40,6,True,80.43,40.73,85.89,49.71,Pass,Team_B_Player_10,Striker,Team_B,1164924
646,646,1,40,8,False,85.05,50.73,95.34,68.0,Pass,Team_B_Player_3,Defender,Team_B,1164994
647,647,1,40,10,True,9.98,-0.54,9.98,-0.54,Out,Team_A_Player_5,Midfielder,Team_A,1165020
648,648,1,40,10,False,95.02,68.54,95.02,68.54,Out,Team_B_Player_3,Defender,Team_B,1165020
649,649,1,40,30,True,13.02,0.0,25.41,4.15,Pass,Team_A_Player_2,Defender,Team_A,1165520
650,650,1,40,31,False,25.41,4.15,41.68,4.01,Pass,Team_A_Player_7,Midfielder,Team_A,1165548
651,651,1,40,31,True,72.87,64.26,72.87,64.26,Ball recovery,Team_B_Player_6,Midfielder,Team_B,1165565
652,652,1,40,33,True,77.07,65.42,77.07,65.42,Take on,Team_B_Player_6,Midfielder,Team_B,1165595
653,653,1,40,34,True,81.9,66.5,81.9,66.5,Foul,Team_B_Player_6,Midfielder,Team_B,1165620
654,654,1,40,34,False,23.1,1.5,23.1,1.5,Foul,Team_A_Player_2,Defender,Team_A,1165620
655,655,1,40,42,True,74.24,66.3,74.34,63.92,Pass,Team_B_Player_3,Defender,Team_B,1165827
656,656,1,40,45,True,64.78,64.87,56.49,38.42,Pass,Team_B_Player_6,Midfielder,Team_B,1165919
657,657,1,40,47,True,56.7,33.18,58.49,14.21,Pass,Team_B_Player_2,Defender,Team_B,1165964
658,658,1,40,50,True,58.28,14.35,43.89,25.57,Pass,Team_B_Player_4,Defender,Team_B,1166044
659,659,1,40,53,True,44.84,26.66,49.14,46.1,Pass,Team_B_Player_2,Defender,Team_B,1166119
660,660,1,40,56,True,48.4,48.48,61.22,56.85,Pass,Team_B_Player_1,Defender,Team_B,1166181
661,661,1,40,58,False,62.79,56.92,67.2,57.12,Pass,Team_B_Player_6,Midfielder,Team_B,1166220
662,662,1,40,58,True,32.97,10.0,32.97,10.0,Interception,Team_A_Player_8,Striker,Team_A,1166243
663,663,1,40,59,False,35.91,-0.82,35.91,-0.82,Out,Team_A_Player_8,Striker,Team_A,1166245
664,664,1,40,59,True,69.09,68.82,69.09,68.82,Out,Team_B_Player_6,Midfielder,Team_B,1166267
665,665,1,41,4,True,65.94,68.0,47.25,48.48,Pass,Team_B_Player_6,Midfielder,Team_B,1166394
666,666,1,41,8,True,47.25,48.28,59.54,59.36,Pass,Team_B_Player_1,Defender,Team_B,1166487
667,667,1,41,10,True,65.94,60.59,74.55,63.04,Pass,Team_B_Player_6,Midfielder,Team_B,1166521
668,668,1,41,12,True,35.18,9.38,35.18,9.38,Ball recovery,Team_A_Player_8,Striker,Team_A,1166570
669,669,1,41,15,True,38.96,12.44,16.17,50.18,Pass,Team_A_Player_8,Striker,Team_A,1166660
670,670,1,41,23,True,19.64,49.03,24.26,24.48,Pass,Team_A_Player_4,Defender,Team_A,1166853
671,671,1,41,25,True,24.26,24.28,7.66,34.48,Pass,Team_A_Player_3,Defender,Team_A,1166905
672,672,1,41,27,True,7.66,34.88,26.25,40.19,Pass,Team_A_Player_0,Goalkeeper,Team_A,1166952
673,673,1,41,30,True,26.25,43.93,33.39,66.1,Pass,Team_A_Player_6,Midfielder,Team_A,1167027
674,674,1,41,32,True,33.39,66.1,40.74,56.64,Pass,Team_A_Player_1,Defender,Team_A,1167075
675,675,1,41,33,True,40.84,56.44,38.54,58.62,Pass,Team_A_Player_9,Striker,Team_A,1167100
676,676,1,41,33,False,39.06,62.02,39.06,62.02,Take on,Team_A_Player_6,Midfielder,Team_A,1167113
677,677,1,41,33,False,65.94,5.98,65.94,5.98,Tackle,Team_B_Player_4,Defender,Team_B,1167095
678,678,1,41,41,True,40.84,63.38,27.4,35.29,Pass,Team_A_Player_1,Defender,Team_A,1167307
679,679,1,41,45,True,26.56,32.91,38.43,20.2,Pass,Team_A_Player_7,Midfielder,Team_A,1167395
680,680,1,41,47,True,39.16,22.92,53.13,23.32,Pass,Team_A_Player_8,Striker,Team_A,1167460
681,681,1,41,48,True,53.13,23.32,44.42,33.18,Pass,Team_A_Player_5,Midfielder,Team_A,1167485
682,682,1,41,50,True,44.42,33.39,43.78,41.62,Pass,Team_A_Player_8,Striker,Team_A,1167534
683,683,1,41,52,True,45.26,45.36,56.7,65.62,Pass,Team_A_Player_9,Striker,Team_A,1167589
684,684,1,41,58,True,60.48,64.8,62.06,58.68,Pass,Team_A_Player_1,Defender,Team_A,1167720
685,685,1,42,3,True,60.79,58.68,55.76,65.69,Pass,Team_A_Player_9,Striker,Team_A,1167869
686,686,1,42,5,True,55.34,65.08,43.26,48.96,Pass,Team_A_Player_1,Defender,Team_A,1167918
687,687,1,42,13,True,42.0,44.68,15.02,34.0,Pass,Team_A_Player_4,Defender,Team_A,1168095
688,688,1,42,19,True,19.01,33.73,19.64,50.18,Pass,Team_A_Player_0,Goalkeeper,Team_A,1168263
689,689,1,42,22,True,16.7,51.41,23.42,12.24,Pass,Team_A_Player_4,Defender,Team_A,1168327
690,690,1,42,27,True,26.67,9.72,36.86,2.58,Pass,Team_A_Player_3,Defender,Team_A,1168445
691,691,1,42,29,True,43.05,1.43,55.02,12.65,Pass,Team_A_Player_2,Defender,Team_A,1168495
692,692,1,42,32,True,62.26,9.59,60.48,2.18,Pass,Team_A_Player_6,Midfielder,Team_A,1168591
693,693,1,42,36,True,57.12,3.54,35.49,42.84,Pass,Team_A_Player_8,Striker,Team_A,1168675
694,694,1,42,44,True,56.18,46.78,55.76,41.21,Pass,Team_A_Player_4,Defender,Team_A,1168880
695,695,1,42,45,True,55.23,42.23,49.88,65.08,Pass,Team_A_Player_5,Midfielder,Team_A,1168895
696,696,1,42,51,True,49.24,65.62,44.73,57.66,Pass,Team_A_Player_4,Defender,Team_A,1169069
697,697,1,42,57,True,44.42,57.39,49.77,65.69,Pass,Team_A_Player_5,Midfielder,Team_A,1169195
698,698,1,43,1,True,52.08,65.69,42.53,57.8,Pass,Team_A_Player_4,Defender,Team_A,1169300
699,699,1,43,4,True,42.21,57.26,50.4,56.58,Pass,Team_A_Player_5,Midfielder,Team_A,1169370
700,700,1,43,4,True,50.61,56.58,49.77,65.21,Pass,Team_A_Player_7,Midfielder,Team_A,1169394
701,701,1,43,8,True,46.62,61.54,40.74,48.62,Pass,Team_A_Player_4,Defender,Team_A,1169470
702,702,1,43,15,True,41.58,46.72,39.06,19.04,Pass,Team_A_Player_7,Midfielder,Team_A,1169645
703,703,1,43,20,True,53.13,10.13,61.74,2.58,Pass,Team_A_Player_3,Defender,Team_A,1169784
704,704,1,43,22,True,61.74,2.58,46.1,7.96,Pass,Team_A_Player_2,Defender,Team_A,1169828
705,705,1,43,25,True,41.58,11.76,39.48,46.17,Pass,Team_A_Player_3,Defender,Team_A,1169901
706,706,1,43,30,True,41.9,47.33,37.38,33.12,Pass,Team_A_Player_4,Defender,Team_A,1170020
707,707,1,43,33,True,38.32,30.33,49.04,11.97,Pass,Team_A_Player_6,Midfielder,Team_A,1170100
708,708,1,43,37,True,58.49,7.0,66.57,11.56,Pass,Team_A_Player_3,Defender,Team_A,1170204
