1.146753205171502712e-02,7.975929248250602024e-03,1.181199272143918823e-02,1.377345137071083955e-02,1.482553095622072582e-02,2.018059751496275103e-02,2.444044434062772261e-02,2.494541348625706201e-02,4.386594360875391285e-02,3.730581816288951191e-02,6.543599205375712213e-02,7.305853268703235703e-02,1.257852104321019182e-01,1.566678877113938384e-01,1.873331471302743800e-01,3.357121438824282045e-01
0.000000000000000000e+00,1.576129302645698504e-02,1.001947442402173136e-02,1.753885341919266677e-02,2.264858857083282967e-02,2.092660506247313174e-02,2.101587949048393592e-02,2.168790082693032584e-02,2.969260613242608732e-02,4.136412376528937618e-02,4.755429784630473000e-02,8.026646384186626737e-02,1.217528491041079408e-01,1.811709284489496086e-01,3.014917681806367211e-01,1.441355171857292006e-01
2.073507962884611755e-02,1.199352486110860649e-02,1.627283849135091609e-02,1.536985313835032355e-02,1.606940537708143393e-02,2.223824845792606725e-02,2.147655797791960322e-02,2.111635552327718185e-02,3.499504739018175631e-02,4.757443541776477242e-02,6.448839264991793052e-02,1.044475280227270125e-01,1.393836371417671027e-01,1.657740012393733309e-01,2.214278814862921940e-01,3.218496278015965384e-01
1.207753378462658907e-02,2.018550110477359757e-02,1.830493187214537326e-02,1.917025773415205817e-02,2.218875339791611875e-02,1.882567558733919122e-02,3.141505478620862379e-02,2.483357504735886345e-02,2.812924494950620746e-02,5.206419964251111226e-02,7.789384389180639690e-02,1.177587239999460383e-01,1.407604693984652877e-01,1.403728676078274396e-01,3.129002306848644444e-01,2.645384518765890869e-01
3.135528330531848346e-02,1.561382596038739419e-02,3.784163955667445983e-02,1.944725247408529006e-02,1.443915396672676606e-02,1.854011899312446587e-02,3.060460375856195042e-02,2.564088087398120122e-02,3.938815194379587797e-02,5.689686694359358254e-02,7.846405159865223189e-02,7.217208070845548828e-02,1.970201093416883986e-01,1.872919202258022664e-01,2.940141262507613429e-01,3.798470706374376671e-01
3.133349732009409194e-02,2.259147786811931125e-02,2.606133058829781385e-02,2.013832137636900263e-02,2.040265643613565702e-02,3.102609527501468817e-02,2.172846661193490736e-02,3.706081469337632606e-02,3.048017060540290923e-02,5.893724352932110111e-02,1.014229186465989418e-01,1.397237012685393909e-01,5.288356941822466850e-02,1.472846388811282492e-01,2.596112004740740442e-01,5.000000000000000000e-01
2.319262955487304614e-02,5.405382987435364273e-02,2.554273868179578882e-02,1.554299121048987632e-02,2.314291919968571726e-02,3.244331039290575952e-02,1.845680996899668608e-02,2.582998808011905192e-02,3.697763056505284918e-02,5.667422727240359337e-02,7.313529783216084212e-02,1.213777274001223982e-01,1.731289810313387245e-01,1.414742392826393025e-01,2.307595061728395236e-01,8.000000000000000444e-01
1.759050335172422999e-02,1.115608236615662358e-02,2.044384953329622320e-02,1.322136517328634589e-02,1.964668197127046254e-02,3.415983950818801684e-02,3.094149422733517146e-02,3.010662536150323504e-02,4.527206769603268899e-02,6.318278489423438671e-02,9.048030781514053433e-02,8.542996012847450804e-02,1.632945947406269915e-01,1.587708101422686258e-01,2.445524760598808689e-01,3.903416899594928102e-01
1.262523967972928665e-02,1.263076098407513691e-02,1.443936359199608083e-02,1.822426208317490942e-02,1.695880312015754163e-02,2.197422539574911751e-02,3.369423266887473095e-02,4.329928669536727004e-02,4.779504790671523090e-02,6.427614265611447664e-02,1.012210670594613227e-01,1.498119325495118337e-01,1.103117028284202189e-01,1.163812375958406808e-01,2.543766219641978577e-01,2.566126467527863331e-01
2.812876382739031358e-02,1.724077983613651194e-02,1.184153081951862946e-02,1.195651825779633914e-02,1.924454000192218212e-02,2.189354800194784692e-02,4.350841297150412346e-02,2.393000571500832757e-02,5.072760543261216337e-02,6.643102288315233528e-02,7.477354814333606048e-02,1.475569681001753231e-01,1.676540527002807479e-01,2.150067346666054424e-01,1.759748371973118009e-01,2.037127228766952292e-01
0.000000000000000000e+00,1.495133661552043927e-02,1.807094764286859209e-02,2.497599518154830153e-02,3.155238922479677161e-02,3.109048307673109579e-02,3.115979850363643361e-02,3.646532090536031695e-02,6.006737968538958944e-02,4.542303781323899642e-02,6.908222762191076893e-02,1.101921849420842703e-01,1.368718043399615725e-01,1.353104733835982509e-01,1.809630180481976436e-01,3.112963668002274309e-01
1.242523735997943905e-02,7.854432737775368309e-03,1.753361429510923164e-02,1.452789133359231807e-02,3.284646477822182609e-02,2.917119982919396531e-02,3.581267395271900411e-02,4.290954460817451160e-02,5.360682454448964518e-02,4.659426004748586092e-02,7.295511764613255012e-02,7.684090367978435587e-02,1.145772436308028219e-01,1.523801378901905312e-01,2.053459912741049664e-01,2.703611390476098331e-01
